trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
1,04:28:00,04:28:00,10,1,0,0,0.0000
1,04:39:00,04:39:00,2,2,0,0,5.8924
1,04:49:00,04:49:00,39,3,0,0,16.4295
1,05:00:00,05:00:00,55,4,0,0,27.2915
1,05:13:00,05:13:00,9,5,0,0,40.2494
1,05:20:00,05:20:00,71,6,0,0,46.3121
1,05:33:00,05:33:00,28,7,0,0,53.5360
1,05:40:00,05:40:00,43298,8,0,0,57.3989
1,06:04:00,06:04:00,1,9,0,0,67.6532
2,05:55:00,05:55:00,10,1,0,0,0.0000
2,06:06:00,06:06:00,2,2,0,0,5.8924
2,06:16:00,06:16:00,39,3,0,0,16.4295
2,06:27:00,06:27:00,55,4,0,0,27.2915
2,06:40:00,06:40:00,9,5,0,0,40.2494
2,06:47:00,06:47:00,71,6,0,0,46.3121
2,07:01:00,07:01:00,28,7,0,0,53.5360
2,07:08:00,07:08:00,43298,8,0,0,57.3989
2,07:32:00,07:32:00,1,9,0,0,67.6532
3,07:26:00,07:26:00,10,1,0,0,0.0000
3,07:37:00,07:37:00,2,2,0,0,5.8924
3,07:50:00,07:50:00,39,3,0,0,16.4295
3,08:01:00,08:01:00,55,4,0,0,27.2915
3,08:14:00,08:14:00,9,5,0,0,40.2494
3,08:21:00,08:21:00,71,6,0,0,46.3121
3,08:34:00,08:34:00,28,7,0,0,53.5360
3,08:41:00,08:41:00,43298,8,0,0,57.3989
3,09:05:00,09:05:00,1,9,0,0,67.6532
4,09:17:00,09:17:00,10,1,0,0,0.0000
4,09:28:00,09:28:00,2,2,0,0,5.8924
4,09:41:00,09:41:00,39,3,0,0,16.4295
4,09:52:00,09:52:00,55,4,0,0,27.2915
